Zip;City;State;Latitude;Longitude;Timezone;Daylight savings time flag;geopoint
28654;Moravian Falls;NC;36.073489;-81.16056;-5;1;36.073489,-81.16056
28674;North Wilkesboro;NC;36.216247;-81.207166;-5;1;36.216247,-81.207166
27917;Barco;NC;36.388493;-75.98097;-5;1;36.388493,-75.98097
28603;Hickory;NC;35.679876;-81.287181;-5;1;35.679876,-81.287181
28150;Shelby;NC;35.315118;-81.55584;-5;1;35.315118,-81.55584
28464;Teachey;NC;34.772249;-78.01392;-5;1;34.772249,-78.01392
28796;East Flat Rock;NC;35.29118;-82.41453;-5;1;35.29118,-82.41453
27326;Ruffin;NC;36.478349;-79.55518000000001;-5;1;36.478349,-79.55518
27543;Kipling;NC;35.429849;-78.882395;-5;1;35.429849,-78.882395
27323;Reidsville;NC;36.392135;-79.773094;-5;1;36.392135,-79.773094
28449;Kure Beach;NC;33.99207;-77.91092;-5;1;33.99207,-77.91092
27518;Cary;NC;35.797692;-78.625265;-5;1;35.797692,-78.625265
27860;Pantego;NC;35.624117;-76.67274;-5;1;35.624117,-76.67274
28523;Cove City;NC;35.193213;-77.32292;-5;1;35.193213,-77.32292
28455;Nakina;NC;34.11045;-78.6608;-5;1;34.11045,-78.6608
28405;Wilmington;NC;34.254235;-77.87251;-5;1;34.254235,-77.87251
27330;Sanford;NC;35.458804;-79.16415;-5;1;35.458804,-79.16415
28151;Shelby;NC;35.233125;-81.574711;-5;1;35.233125,-81.574711
27409;Greensboro;NC;36.083885;-79.94122;-5;1;36.083885,-79.94122
27819;Conetoe;NC;35.818414;-77.45335;-5;1;35.818414,-77.45335
28394;Vass;NC;35.218131;-79.24449;-5;1;35.218131,-79.24449
27921;Camden;NC;36.344333;-76.16595;-5;1;36.344333,-76.16595
28138;Rockwell;NC;35.536561;-80.42959;-5;1;35.536561,-80.42959
27047;Siloam;NC;36.305687;-80.5824;-5;1;36.305687,-80.5824
28216;Charlotte;NC;35.286967;-80.87903;-5;1;35.286967,-80.87903
28432;Clarendon;NC;34.17074;-78.75997;-5;1;34.17074,-78.75997
28571;Oriental;NC;35.040757;-76.69263;-5;1;35.040757,-76.69263
28712;Brevard;NC;35.188077;-82.75799;-5;1;35.188077,-82.75799
27055;Yadkinville;NC;36.12301;-80.64557;-5;1;36.12301,-80.64557
27377;Whitsett;NC;36.050652;-79.59483;-5;1;36.050652,-79.59483
27046;Sandy Ridge;NC;36.488575;-80.09267;-5;1;36.488575,-80.09267
28253;Charlotte;NC;35.26002;-80.804151;-5;1;35.26002,-80.804151
28713;Bryson City;NC;35.395491;-83.47397;-5;1;35.395491,-83.47397
27710;Durham;NC;36.051155;-78.857651;-5;1;36.051155,-78.857651
28410;Wilmington;NC;34.088079;-77.852599;-5;1;34.088079,-77.852599
27520;Clayton;NC;35.635275;-78.4489;-5;1;35.635275,-78.4489
28609;Catawba;NC;35.689806;-81.06694;-5;1;35.689806,-81.06694
28212;Charlotte;NC;35.189544;-80.74742;-5;1;35.189544,-80.74742
28357;Lumber Bridge;NC;34.902698;-79.08288;-5;1;34.902698,-79.08288
28522;Comfort;NC;35.005079;-77.523102;-5;1;35.005079,-77.523102
28528;Gloucester;NC;34.732744;-76.53869;-5;1;34.732744,-76.53869
28749;Little Switzerland;NC;35.849372;-82.07899;-5;1;35.849372,-82.07899
28620;Pleasant Hill;NC;35.891211;-81.102329;-5;1;35.891211,-81.102329
27261;High Point;NC;36.080707;-80.0244;-5;1;36.080707,-80.0244
27873;Saratoga;NC;35.65363;-77.77649;-5;1;35.65363,-77.77649
28756;Mill Spring;NC;35.336523;-82.18313;-5;1;35.336523,-82.18313
28166;Troutman;NC;35.687365;-80.88715;-5;1;35.687365,-80.88715
28447;Ivanhoe;NC;34.595158;-78.23438;-5;1;34.595158,-78.23438
28465;Oak Island;NC;33.915522;-78.12862;-5;1;33.915522,-78.12862
28810;Asheville;NC;35.620335;-82.528558;-5;1;35.620335,-82.528558
27505;Broadway;NC;35.42638;-79.03409;-5;1;35.42638,-79.03409
28034;Dallas;NC;35.333668;-81.18303;-5;1;35.333668,-81.18303
28638;Hudson;NC;35.840553;-81.48192;-5;1;35.840553,-81.48192
28754;Mars Hill;NC;35.866763;-82.52043;-5;1;35.866763,-82.52043
27109;Winston Salem;NC;36.133577;-80.2768;-5;1;36.133577,-80.2768
27110;Winston Salem;NC;36.027482;-80.20728;-5;1;36.027482,-80.20728
28031;Cornelius;NC;35.477583;-80.8924;-5;1;35.477583,-80.8924
28580;Snow Hill;NC;35.44451;-77.69186;-5;1;35.44451,-77.69186
27609;Raleigh;NC;35.844753;-78.63263;-5;1;35.844753,-78.63263
27620;Raleigh;NC;35.797692;-78.625265;-5;1;35.797692,-78.625265
28731;Flat Rock;NC;35.270682;-82.41515;-5;1;35.270682,-82.41515
28224;Charlotte;NC;35.26002;-80.804151;-5;1;35.26002,-80.804151
27111;Winston Salem;NC;36.027482;-80.20728;-5;1;36.027482,-80.20728
27604;Raleigh;NC;35.814572;-78.58348;-5;1;35.814572,-78.58348
27534;Goldsboro;NC;35.377069;-77.92463;-5;1;35.377069,-77.92463
27321;Reidsville;NC;36.347568;-79.680318;-5;1;36.347568,-79.680318
27532;Goldsboro;NC;35.372045;-78.052422;-5;1;35.372045,-78.052422
27822;Elm City;NC;35.809514;-77.8601;-5;1;35.809514,-77.8601
27986;Winton;NC;36.386605;-76.92641;-5;1;36.386605,-76.92641
28602;Hickory;NC;35.70701;-81.3534;-5;1;35.70701,-81.3534
28677;Statesville;NC;35.765719;-80.8981;-5;1;35.765719,-80.8981
28572;Pink Hill;NC;35.030154;-77.7221;-5;1;35.030154,-77.7221
28643;Lansing;NC;36.532301;-81.53117;-5;1;36.532301,-81.53117
28114;Mooresboro;NC;35.243585;-81.75656;-5;1;35.243585,-81.75656
27501;Angier;NC;35.494384;-78.71;-5;1;35.494384,-78.71
27889;Washington;NC;35.560439;-77.03459;-5;1;35.560439,-77.03459
28719;Cherokee;NC;35.50359;-83.29698;-5;1;35.50359,-83.29698
27930;Durants Neck;NC;36.198539;-76.373908;-5;1;36.198539,-76.373908
27928;Creswell;NC;35.849234;-76.4067;-5;1;35.849234,-76.4067
28640;Jefferson;NC;36.410186;-81.42409;-5;1;36.410186,-81.42409
27941;Harbinger;NC;36.099065;-75.81974;-5;1;36.099065,-75.81974
27420;Greensboro;NC;36.112987;-79.775913;-5;1;36.112987,-79.775913
27619;Raleigh;NC;35.851463;-78.63141;-5;1;35.851463,-78.63141
28692;Vilas;NC;36.268944;-81.77819;-5;1;36.268944,-81.77819
27242;Eagle Springs;NC;35.307299;-79.65327;-5;1;35.307299,-79.65327
27516;Chapel Hill;NC;35.912786;-79.10931;-5;1;35.912786,-79.10931
28371;Parkton;NC;34.912113;-78.9999;-5;1;34.912113,-78.9999
27120;Winston Salem;NC;36.027482;-80.20728;-5;1;36.027482,-80.20728
27588;Wake Forest;NC;35.973108;-78.450754;-5;1;35.973108,-78.450754
28137;Richfield;NC;35.49326;-80.25524;-5;1;35.49326,-80.25524
27846;Jamesville;NC;35.759335;-76.89865;-5;1;35.759335,-76.89865
27203;Asheboro;NC;35.686122;-79.82919;-5;1;35.686122,-79.82919
27315;Providence;NC;36.512448;-79.37498;-5;1;36.512448,-79.37498
27836;Greenville;NC;35.580444;-77.392609;-5;1;35.580444,-77.392609
28478;Willard;NC;34.671237;-78.06544;-5;1;34.671237,-78.06544
27156;Winston Salem;NC;36.027482;-80.20728;-5;1;36.027482,-80.20728
